1985,Boston Red Sox,10897560
1986,Pittsburgh Pirates,10843500
1985,New York Mets,10834762
1997,Pittsburgh Pirates,10771667
1991,Montreal Expos,10732333
1989,Chicago Cubs,10668000
1987,Chicago White Sox,10641843
1998,Montreal Expos,10641500
1989,Philadelphia Phillies,10604000
1987,Toronto Blue Jays,10479501
1986,Chicago White Sox,10418819
1993,Colorado Rockies,10353500
1985,Detroit Tigers,10348143
1987,Boston Red Sox,10144167
1985,Philadelphia Phillies,10124966
1985,Houston Astros,9993051
1986,Milwaukee Brewers,9943642
1986,St. Louis Cardinals,9875010
1986,Houston Astros,9873276
1985,Chicago White Sox,9846178
1989,Seattle Mariners,9779500
1986,Oakland Athletics,9779421
1988,Oakland Athletics,9690000
1990,Baltimore Orioles,9680084
1988,Montreal Expos,9603333
1988,San Diego Padres,9561002
1990,Chicago White Sox,9491500
1985,Montreal Expos,9470166
1992,Cleveland Indians,9373044
1985,Kansas City Royals,9321179
1987,Cincinnati Reds,9281500
1985,Pittsburgh Pirates,9227500
1989,Cleveland Indians,9094500
1985,Oakland Athletics,9058606
1986,San Francisco Giants,8947000
1988,Cleveland Indians,8936500
1988,Cincinnati Reds,8888409
1985,Toronto Blue Jays,8812550
1986,Minnesota Twins,8748167
1987,Cleveland Indians,8513750
1988,Milwaukee Brewers,8402000
1985,Cincinnati Reds,8359917
1989,Baltimore Orioles,8275167
1985,San Francisco Giants,8221714
1986,Cleveland Indians,7809500
1985,Texas Rangers,7676500
1987,Pittsburgh Pirates,7652000
1988,Seattle Mariners,7342450
1987,Milwaukee Brewers,7293224
1987,San Francisco Giants,7290000
1989,Chicago White Sox,7265410
1987,Montreal Expos,6942052
1986,Texas Rangers,6743119
1985,Cleveland Indians,6551666
1987,Minnesota Twins,6397500
1988,Chicago White Sox,6390000
1988,Pittsburgh Pirates,5998500
1986,Seattle Mariners,5958309
1985,Minnesota Twins,5764821
1988,Texas Rangers,5342131
1985,Seattle Mariners,4613000
1987,Seattle Mariners,2263500
1987,Texas Rangers,880000
